Chapter,Agency,Filed,Caption,AON,Type,id,country,data_source,doc_url
411,"Department of Human Services, Aging and People with Disabilities and Developmental Disabilities",02/21/2020 11:31 AM,Changes to In-Home Services rules relating to homecare worker cap exceptions,APD 3-2020,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604058
582,"Department of Human Services, Vocational Rehabilitation Services",02/21/2020 1:45 PM,OAR 582 Division 20 Dispute Resolution,VRS 3-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604059
736,Parks and Recreation Department,02/21/2020 3:30 PM,Special Access Pass calendar month,PRD 2-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604060
736,Parks and Recreation Department,02/21/2020 4:07 PM,Certified Local Government and Preserving Oregon Grant Program Rules,PRD 3-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604061
410,"Oregon Health Authority, Health Systems Division: Medical Assistance Programs",02/24/2020 2:04 PM,"Amending Home Health rules to comply with federal regulations 42 CFR 440.70, 484.80.",DMAP 4-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604062
461,"Department of Human Services, Self-Sufficiency Programs",02/24/2020 3:42 PM,Changing rules regarding APD medical programs,SSP 2-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604054
410,"Oregon Health Authority, Health Systems Division: Medical Assistance Programs",02/25/2020 9:24 AM,Income Eligibility Guidelines for OCCS Medical Programs,DMAP 5-2020,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604063
410,"Oregon Health Authority, Health Systems Division: Medical Assistance Programs",02/25/2020 9:26 AM,"Amending PDL February 6, 2020 DUR/P&T Actions and Prior Authorization Approval Criteria Guide",DMAP 6-2020,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604064
918,"Department of Consumer and Business Services, Building Codes Division",02/25/2020 10:41 AM,Minor corrections to rules related to refrigerant and process piping systems,BCD 3-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604015
918,"Department of Consumer and Business Services, Building Codes Division",02/25/2020 10:42 AM,Minor corrections to rules related to refrigerant and process piping systems,BCD 4-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604014
584,Teacher Standards and Practices Commission,02/25/2020 10:45 AM,Amends rule to properly spell American Indian language name.,TSPC 3-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604066
411,"Department of Human Services, Aging and People with Disabilities and Developmental Disabilities",02/25/2020 3:20 PM,ODDS 411-300: Children's Intensive In-Home Services (CIIS),APD 4-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604068
411,"Department of Human Services, Aging and People with Disabilities and Developmental Disabilities",02/25/2020 5:08 PM,ODDS: Health Care Advocates for Adults with Intellectual or Developmental Disabilities (SB 1039),APD 5-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604069
461,"Department of Human Services, Self-Sufficiency Programs",02/25/2020 5:13 PM,Adjusting Income Standards,SSP 3-2020,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604065
852,Board of Optometry,02/26/2020 8:25 AM,Reporting changes to locations with multiple practice sites and a centralized record keeping system.,OPT 1-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604070
165,"Secretary of State, Elections Division",02/26/2020 1:54 PM,Proposing amendments to the voters' pamphlet manual.,ELECT 2-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604072
165,"Secretary of State, Elections Division",02/26/2020 1:54 PM,Proposing amendments to state and local candidates and political parties manuals.,ELECT 3-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604071
635,Department of Fish and Wildlife,02/26/2020 2:04 PM,2020 Season Modified for Columbia River Winter Treaty Commercial Fishery,DFW 19-2020,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604073
413,"Department of Human Services, Child Welfare Programs",01/15/2020 1:28 PM,Correcting Statutory Authority and Statutes Implemented,CWP 78-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603666
413,"Department of Human Services, Child Welfare Programs",01/15/2020 1:28 PM,Correcting Statutory Authority and Statutes Implemented,CWP 79-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603667
413,"Department of Human Services, Child Welfare Programs",01/15/2020 1:29 PM,Correcting Statutory Authority and Statutes Implemented,CWP 80-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603668
413,"Department of Human Services, Child Welfare Programs",01/15/2020 1:30 PM,Correcting Statutory Authority and Statutes Implemented,CWP 81-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603669
413,"Department of Human Services, Child Welfare Programs",01/15/2020 1:30 PM,Correcting Statutory Authority and Statutes Implemented,CWP 82-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603670
413,"Department of Human Services, Child Welfare Programs",01/15/2020 2:00 PM,Correcting Statutory Authority and Statutes Implemented,CWP 83-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603671
413,"Department of Human Services, Child Welfare Programs",01/15/2020 2:01 PM,Correcting Statutory Authority and Statutes Implemented,CWP 84-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603672
413,"Department of Human Services, Child Welfare Programs",01/15/2020 2:02 PM,Correcting Statutory Authority and Statutes Implemented,CWP 85-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603673
413,"Department of Human Services, Child Welfare Programs",01/15/2020 2:03 PM,Correcting Statutory Authority and Statutes Implemented,CWP 86-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603674
413,"Department of Human Services, Child Welfare Programs",01/15/2020 2:03 PM,Correcting Statutory Authority and Statutes Implemented,CWP 87-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603675
413,"Department of Human Services, Child Welfare Programs",01/15/2020 2:04 PM,Correcting Statutory Authority and Statutes Implemented,CWP 88-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603676
413,"Department of Human Services, Child Welfare Programs",01/15/2020 2:05 PM,Correcting Statutory Authority and Statutes Implemented,CWP 89-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603677
635,Department of Fish and Wildlife,01/15/2020 3:56 PM,Modifications to the Umpqua in the Southwest Zone,DFW 3-2020,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603678
860,Public Utility Commission,01/16/2020 9:47 AM,"In the Matter of Rulemaking to Amend OAR 860-001-0080, Protective Orders",PUC 1-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603679
333,"Oregon Health Authority, Public Health Division",01/16/2020 9:53 AM,"Immediate suspension of OAR 333-015-1000, rule banning the sale of flavored vaping products",PH 8-2020,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603665
845,Oregon Liquor Control Commission,01/16/2020 9:55 AM,Suspend Temporary Rules Regarding Flavored Vaping Products and Testing,OLCC 1-2020,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603680
635,Department of Fish and Wildlife,01/16/2020 11:38 AM,Modifications to the Umpqua in the Southwest Zone,DFW 5-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603695
413,"Department of Human Services, Child Welfare Programs",01/16/2020 11:44 AM,Correcting Statutory Authority and Statutes Implemented,CWP 90-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603681
413,"Department of Human Services, Child Welfare Programs",01/16/2020 11:45 AM,Correcting Statutory Authority and Statutes Implemented,CWP 91-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603686
413,"Department of Human Services, Child Welfare Programs",01/16/2020 11:46 AM,Correcting Statutory Authority and Statutes Implemented,CWP 92-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603687
413,"Department of Human Services, Child Welfare Programs",01/16/2020 11:46 AM,Correcting Statutory Authority and Statutes Implemented,CWP 93-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603682
413,"Department of Human Services, Child Welfare Programs",01/16/2020 11:47 AM,Correcting Statutory Authority and Statutes Implemented,CWP 94-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603683
413,"Department of Human Services, Child Welfare Programs",01/16/2020 11:48 AM,Correcting Statutory Authority and Statutes Implemented,CWP 95-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603684
581,Oregon Department of Education,02/27/2020 8:34 AM,Connecting Oregon Schools Fund Applications,ODE 1-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604075
581,Oregon Department of Education,02/27/2020 9:37 AM,School Finance/Transportation:High Cost Disabilities,ODE 2-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604076
603,Department of Agriculture,02/27/2020 11:55 AM,Raises Food Safety Fees,DOA 2-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604077
813,Oregon Housing and Community Services Department,02/27/2020 12:51 PM,Updating LIHTC rules for clarity and to add and update references to current manuals,OHCS 3-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604078
413,"Department of Human Services, Child Welfare Programs",02/27/2020 3:00 PM,Correcting Statutory Authority and Statutes Implemented,CWP 117-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604079
413,"Department of Human Services, Child Welfare Programs",02/27/2020 3:54 PM,Correcting Statutory Authority and Statutes Implemented,CWP 118-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604082
413,"Department of Human Services, Child Welfare Programs",02/27/2020 3:54 PM,Correcting Statutory Authority and Statutes Implemented,CWP 119-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604081
413,"Department of Human Services, Child Welfare Programs",02/27/2020 3:55 PM,Correcting Statutory Authority and Statutes Implemented,CWP 120-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604080
804,Landscape Architect Board,02/28/2020 10:07 AM,State Landscape Architect Board new registration type of temporary military spouse registration and associated fees.,LAB 1-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604083
635,Department of Fish and Wildlife,02/28/2020 3:35 PM,Tillamook Bay Commercial Cockle Dive Fishery Closes,DFW 20-2020,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7604084
413,"Department of Human Services, Child Welfare Programs",01/16/2020 11:48 AM,Correcting Statutory Authority and Statutes Implemented,CWP 96-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603685
413,"Department of Human Services, Child Welfare Programs",01/16/2020 11:49 AM,Correcting Statutory Authority and Statutes Implemented,CWP 97-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603688
413,"Department of Human Services, Child Welfare Programs",01/16/2020 11:50 AM,Correcting Statutory Authority and Statutes Implemented,CWP 98-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603689
413,"Department of Human Services, Child Welfare Programs",01/16/2020 11:50 AM,Correcting Statutory Authority and Statutes Implemented,CWP 99-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603690
413,"Department of Human Services, Child Welfare Programs",01/16/2020 11:51 AM,Correcting Statutory Authority and Statutes Implemented,CWP 100-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603691
413,"Department of Human Services, Child Welfare Programs",01/16/2020 11:51 AM,Correcting Statutory Authority and Statutes Implemented,CWP 101-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603692
413,"Department of Human Services, Child Welfare Programs",01/16/2020 11:52 AM,Correcting Statutory Authority and Statutes Implemented,CWP 102-2020,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603693
847,Oregon Medical Board,01/16/2020 3:21 PM,Updates requirements for Military and Public Health license status.,OMB 1-2020,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=7603698
