Issuing body	Published	File url	Ref	Summary	Title	file name 
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	04/11/2014	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2014/11/AA8A1.PDF	Decreto Municipal-Santa Cruz Michapa-2	La presente Ordenanza tiene por objeto establecer un cobro como Contribución Especial, a cargo de la Empresa Transmisora de El Salvador, y cualquier otra dedicada a la Transmisión de Energía en la jurisdicción del Municipio, como responsable de la ejecución de proyectos de expansión y mantenimiento de la red de transmisión a nivel nacional, según lo establece la Ley General de Electricidad, por la instalación de estructuras que sostengan conductores de alta tensión, ya sean compuestas por torres y/o postes de su propiedad, situados dentro de la jurisdicción del Municipio de Santa Cruz Michapa, Departamento de Cuscatlán, en concepto de funcionamiento de estructuras.	ORDENANZA REGULADORA DE LA INSTALACION Y FUNCIONAMIENTO DE ESTRUCTURAS DE ALTA TENSION EN LA JURISDICCION DEL MUNICIPIO DE SANTA CRUZ MICHAPA, DEPARTAMENTO DE CUSCATLAN	0d471c6eb518dfb33416f37b35a39133255d6c93
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	09/09/2013	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2013/09/A1FF2.PDF	Decreto Municipal-Jocoaitique	La presente Ordenanza tiene por objeto regular el uso y aprovechamiento de los recursos naturales renovables y no renovables, el servicio de aseo, barrido de calles, recolección y disposición final de la basura y promover en la población la sensibilización y la participación activa con equidad de género, en el cuido y conservación del medio ambiente, así como en la búsqueda de soluciones ante los problemas ambientales que afectan al municipio, entre otros.	ORDENANZA MUNICIPAL DE CONSERVACION DEL MEDIO AMBIENTE Y MANEJO DE DESECHOS SOLIDOS DEL MUNICIPIO DE JOCOAITIQUE, DEPARTAMENTO DE MORAZAN	be91b48e0ebd1136760917ea3a2e2040d646d1e6
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	21/08/2012	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2012/08/98D91.PDF	Decreto Municipal-Caluco	La presente Ordenanza tiene por objeto establecer disposiciones que permitan la conservación ambiental, el aprovechamiento y uso adecuado de todo recurso natural. Quedan sujetos a sus disposiciones la realización de obras y trabajos de control de inundaciones en la zona, autorizaciones para el uso del agua por centros turísticos públicos o privados, el funcionamiento de industrias derivadas de la agricultura, ganadería, porcinas, y otras actividades relacionadas.	ORDENANZA AMBIENTAL PARA EL APROVECHAMIENTO, PROTECCION Y CONSERVACION DE LOS RECURSOS NATURALES DEL MUNICIPIO DE CALUCO, DEPARTAMENTO DE SONSONATE	77c4ed3dd843cab3b61ffab316761052929908ef
ORGANO LEGISLATIVO	12/02/2013	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2013/02/9D6F3.PDF	Decreto Legislativo	Por medio del presente Decreto se faculta a la Corporación Salvadoreña de Inversiones, para conferir nuevas opciones de pago a los deudores que obtuvieron financiamiento para adquirir acciones de las distintas sociedades propietarias de los ingenios privatizados, de acuerdo a lo establecido en la Ley de Privatización de Ingenios y Plantas de Alcohol.	DISPOSICIONES ESPECIALES DE OPCION DE PAGO PARA LAS PERSONAS QUE OBTUVIERON FINANCIAMIENTO PARA ADQUIRIR ACCIONES DE LAS DISTINTAS SOCIEDADES DE LOS INGENIOS PRIVATIZADOS, SEGUN LO ESTABLECIDO EN LA LEY DE PRIVATIZACION DE INGENIOS Y PLANTAS DE ALCOHOL	f949be62016af55ccb41bf51fb482db4a323d2b5
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	20/02/2015	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2015/02/AC985.PDF	Decreto Municipal-Acajutla	La presente Ordenanza tiene por objeto establecer un cobro como Contribución Especial, a cargo de la Empresa Transmisora de El Salvador, y cualquier otra dedicada a la Transmisión de Energía en la jurisdicción del Municipio, como responsable de la ejecución de proyectos de expansión y mantenimiento de la red de transmisión a nivel nacional, según lo establece la Ley General de Electricidad, por la instalación de estructuras que sostengan conductores de alta tensión, ya sean compuestas por torres y/o postes de su propiedad, situados dentro de la jurisdicción del Municipio de Acajutla, Departamento de Sonsonate, en concepto de funcionamiento de estructuras.	ORDENANZA REGULADORA DE LA INSTALACION Y FUNCIONAMIENTO DE ESTRUCTURAS DE ALTA TENSION EN LA JURISDICCION DEL MUNICIPIO DE ACAJUTLA, DEPARTAMENTO DE SONSONATE	1d5dfdc6406afac162aa7506e6eb9a9fbcf25055
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	04/05/2015	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2015/05/AF1A8.PDF	Decreto Municipal-Candelaria de la Frontera	"La presente Ordenanza Municipal es de orden público y de observancia general, tiene por objeto establecer un marco normativo local que permita a la municipalidad de Candelaria de la Frontera, Departamento de Santa Ana, desarrollar los preceptos contemplados en la Constitución de la República e instrumentos internacionales de derechos humanos reconocidos en la legislación nacional, que favorezca la implementación de la Política ""Hambre Cero"", con la que se pretende contribuir de manera permanente y con carácter de prioridad local la soberanía alimentaria, la seguridad alimentaria y nutricional, así como el ejercicio pleno del derecho a la alimentación adecuada de la población, con equidad, para el disfrute de una vida sana y activa."	ORDENANZA MUNICIPAL PARA LA IMPLEMENTACION DE LA POLITICA PUBLICA LOCAL TRANSFRONTERIZA PARA LA SEGURIDAD ALIMENTARIA Y NUTRICIONAL HAMBRE CERO DEL MUNICIPIO DE CANDELARIA DE LA FRONTERA, DEPARTAMENTO DE SANTA ANA	d56d9112281281d422c8d1966776bff734ce89b0
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	10/07/2015	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2015/07/B0E0D.PDF	Decreto Municipal-Chapeltique	La presente Ordenanza tiene por objeto establecer un cobro como Contribución Especial, a cargo de la Empresa Transmisora de El Salvador, y cualquier otra dedicada a la Transmisión de Energía en la Jurisdicción del Municipio de Chapeltique, Departamento de San Miguel, como responsable de la ejecución de proyectos de expansión y mantenimiento de la red de transmisión a nivel nacional, según lo establece la Ley General de Electricidad, por la instalación de estructuras que sostengan conductores de alta tensión, ya sean compuestas por torres y/o postes, de su propiedad, situados dentro de la Jurisdicción del Municipio, en concepto de funcionamiento de estructuras.	ORDENANZA REGULADORA PARA INSTALACION Y FUNCIONAMIENTO DE ESTRUCTURAS DE ALTA TENSION EN LA JURISDICCION DEL MUNICIPIO DE CHAPELTIQUE, DEPARTAMENTO DE SAN MIGUEL	abaff8f97d234c154b487ca95972afd861ac60a6
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	30/07/2015	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2015/07/B1657.PDF	Decreto Municipal-Candelaria de la Frontera	La presente Ordenanza tiene por objeto establecer un cobro como contribución Especial, a cargo de la Empresa Propietaria de la Red, S. A. Sucursal El Salvador de C. V., en esta Jurisdicción; como responsable de la ejecución del proyecto de expansión y mantenimiento de la red de transmisión a nivel nacional, según lo establece la Ley General de Electricidad, por la instalación de estructuras que sostengan conductores de alta tensión, ya sean compuestas por torres o Postes, situadas dentro de la Jurisdicción de Candelaria de la Frontera, Departamento de Santa Ana, en concepto de funcionamiento de Estructuras.	ORDENANZA REGULADORA DE LA INSTALACION Y FUNCIONAMIENTO DE ESTRUCTURAS DE ALTA TENSION DEL MUNICIPIO DE CANDELARIA DE LA FRONTERA, DEPARTAMENTO DE SANTA ANA	f66a75a68964e34ba9b6e3c0166e94dacf6e5ef4
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	31/07/2015	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2015/07/B1673.PDF	Decreto Municipal-Santa Clara	La presente Ordenanza tiene por objeto establecer un cobro como Contribución Especial, a cargo de la Empresa Transmisora de El Salvador S.A. de C.V., y cualquier otra dedicada a la Transmisión de Energía en la jurisdicción del Municipio de Santa Clara, como responsable de la ejecución de proyectos de expansión y mantenimiento de la red de transmisión a nivel nacional, según lo establece la Ley General de Electricidad, por la instalación de estructuras que sostengan conductores de alta tensión, ya sean compuestas por torres y/o postes, de su propiedad, situados dentro de la jurisdicción del Municipio de Santa Clara, Departamento de San Vicente, en concepto de funcionamiento de estructuras.	ORDENANZA REGULADORA DE LA INSTALACION Y FUNCIONAMIENTO DE ESTRUCTURAS DE ALTA TENSION EN LA JURISDICCION DEL MUNICIPIO DE SANTA CLARA, DEPARTAMENTO DE SAN VICENTE	d1b8337f623164ff191d83c9537fc2ab826770a4
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	13/08/2015	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2015/08/B182C.PDF	Decreto Municipal-El Rosario	La presente Ordenanza tiene por objeto establecer una tasa en concepto de Licencia por funcionamiento, a cargo de las Empresas Transmisoras de energía de alta y baja tensión que operen en la Jurisdicción del Municipio de El Rosario, Departamento de Cuscatlán; como responsables de la ejecución de proyectos de expansión y mantenimiento de la red de transmisión de energía, por la instalación de estructuras que sostengan conductores de alta y baja tensión, que sean compuestas por torres.	ORDENANZA REGULADORA DE LA INSTALACION Y FUNCIONAMIENTO DE ESTRUCTURAS DE ALTA Y BAJA TENSION EN LA JURISDICCION DEL MUNICIPIO DE EL ROSARIO, DEPARTAMENTO DE CUSCATLAN	b155c42dce83920e2f3aa6cc2f6e2a6753d56bc8
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	17/12/2015	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2015/12/B50B4.PDF	Decreto Municipal-Ciudad Delgado	La presente Ordenanza tiene por objeto establecer un cobro como Contribución Especial a cargo de la Empresa Transmisora de El Salvador y cualquier otra dedicada a la Transmisión de Energía en la Jurisdicción del Municipio de Ciudad Delgado, Departamento de San Salvador, como responsable de la ejecución de proyectos de expansión y mantenimiento de la Red de transmisión a nivel nacional, según lo establece la Ley General de Electricidad, por la instalación de estructuras que sostengan conductores de alta tensión, ya sean compuestas por torres y/o postes, de su propiedad, situados dentro de la jurisdicción del Municipio, en concepto de Funcionamiento de Estructuras.	ORDENANZA REGULADORA DE LA INSTALACION Y FUNCIONAMIENTO DE ESTRUCTURAS DE ALTA TENSION EN LA JURISDICCION DEL MUNICIPIO DE CIUDAD DELGADO, DEPARTAMENTO DE SAN SALVADOR	6f2b5a53e5a49fc3cc920e4df139a919e87e292c
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	23/12/2015	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2015/12/B5A5B.PDF	Decreto Municipal-Metapán	La presente Ordenanza tiene por objeto establecer un cobro como Contribución Especial, a cargo de la Empresa Transmisora de El Salvador, y cualquier otra dedicada a la Transmisión de Energía en la jurisdicción del Municipio de Metapán, Departamento de Santa Ana, como responsable de la ejecución de proyectos de expansión y mantenimiento de la red de transmisión a nivel nacional, según lo establece la Ley General de Electricidad, por la instalación de estructuras que sostengan conductores de alta tensión, ya sean compuestas por torres y/o postes de su propiedad, situados dentro del Municipio, en concepto de funcionamiento estructuras.	ORDENANZA REGULADORA DE LA INSTALACION Y FUNCIONAMIENTO DE ESTRUCTURAS DE ALTA TENSION EN LA JURISDICCION DEL MUNICIPIO DE METAPAN, DEPARTAMENTO DE SANTA ANA	bbde3f8da1802a772098de02dd341ddea097b722
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	04/01/2016	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2016/01/B5A7E.PDF	Decreto Municipal-Izalco	La presente Ordenanza tiene por Objeto establecer un cobro como Contribución Especial a cargo de la Empresa Transmisora de El Salvador, y cualquier otra dedicada a la Transmisión de Energía en la Jurisdicción del Municipio de Izalco, Departamento de Sonsonate, como responsable de la ejecución de proyectos de expansión y mantenimiento de la Red de transmisión a nivel nacional, según lo establece la Ley General de Electricidad, por la instalación de estructuras que sostengan conductores de alta tensión, ya sean compuestas por torres y/o postes de su propiedad, situados dentro de la jurisdicción del Municipio, en concepto de Funcionamiento de Estructuras.	ORDENANZA REGULADORA DE LA INSTALACION Y FUNCIONAMIENTO DE ESTRUCTURAS DE ALTA TENSION EN LA JURISDICCION DEL MUNICIPIO DE IZALCO, DEPARTAMENTO DE SONSONATE	9c819f6a5bc5f79a279d5ca181a7ea4af98bd2c4
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	14/03/2016	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2016/03/B71A6.PDF	Decreto Municipal-Apopa	La presente Ordenanza tiene por objeto establecer un cobro como Contribución Especial, a cargo de la Empresa Transmisora de El Salvador, y cualquier otra dedicada a la Transmisión de Energía en la jurisdicción del Municipio de Apopa, Departamento de San Salvador, como responsable de la ejecución de proyectos de expansión y mantenimiento de la red de transmisión a nivel nacional, según lo establece la Ley General de Electricidad, por la instalación de estructuras que sostengan conductores de alta tensión, ya sean compuestas por torres y/o postes de su propiedad, situados dentro del Municipio, en concepto de funcionamiento de estructuras.	ORDENANZA REGULADORA DE LA INSTALACION Y FUNCIONAMIENTO DE ESTRUCTURAS DE ALTA TENSION EN LA JURISDICCION DEL MUNICIPIO DE APOPA, DEPARTAMENTO DE SAN SALVADOR	57298353fdfe60d721eb8c3f3c5854922b1be763
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	31/05/2016	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2016/05/B8E77.PDF	Decreto Municipal-Chinameca	La presente Ordenanza tiene por objeto establecer un cobro como Contribución Especial, a cargo de la Empresa Transmisora de El Salvador, y cualquier otra dedicada a la Transmisión de Energía en la jurisdicción del Municipio de Chinameca, Departamento de San Miguel, como responsable de la ejecución de proyectos de expansión y mantenimiento de la red de transmisión a nivel nacional, según lo establece la Ley General de Electricidad, por la instalación de estructuras que sostengan conductores de alta tensión, ya sean compuestas por torres y/o postes de su propiedad, situados dentro de la jurisdicción del Municipio, en concepto de funcionamiento estructuras.	ORDENANZA REGULADORA DE LA INSTALACION Y FUNCIONAMIENTO DE ESTRUCTURAS DE ALTA TENSION EN LA JURISDICCION DEL MUNICIPIO DE CHINAMECA, DEPARTAMENTO DE SAN MIGUEL	b98c5a5e9a41ce32ab046b452c7885dbb08bb26c
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	03/06/2016	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2016/06/B90BE.PDF	Decreto Municipal-La Palma	La presente ordenanza tiene por objeto regular las actividades del comercio en el espacio público del Municipio de La Palma, Departamento de Chalatenango, y se aplicará con la finalidad de armonizar los intereses comunes de carácter económico, cultural, ambiental y de convivencia social.	ORDENANZA REGULADORA DEL COMERCIO EN EL ESPACIO PUBLICO DEL MUNICIPIO DE LA PALMA, DEPARTAMENTO DE CHALATENANGO	7d5b453cfb2554275702fb7a4c70a8c11a55f616
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	29/07/2016	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2016/07/BACEF.PDF	Decreto Municipal-Chalchuapa	La presente Ordenanza tiene por objeto establecer un cobro como Contribución Especial, a cargo de la Empresa Transmisora de El Salvador, y cualquier otra dedicada a la Transmisión de Energía en la jurisdicción del Municipio, como responsable de la ejecución de proyectos de expansión y mantenimiento de la red de transmisión a nivel nacional, según lo establece la Ley General de Electricidad, por la instalación de estructuras que sostengan conductores de alta tensión, ya sean compuestas por torres y/o postes de su propiedad, situados dentro de la jurisdicción del Municipio de Chalchuapa, Departamento de Santa Ana, en concepto de funcionamiento estructuras.	ORDENANZA DE CONTRIBUCION ESPECIAL PARA SANEAMIENTO AMBIENTAL EN LA JURISDICCION DEL MUNICIPIO DE CHALCHUAPA, DEPARTAMENTO DE SANTA ANA	803a964303e7db3d7c5d2b29bbaa8a6c9efae9b2
